OBJECTID,Parcela,E_m,N_m,EllipsH_m,Pvert_m,Phorz_m,DateTime_,COD_MASA,ESTRATO,gridcode,CoordX,CoordY,ALT
139,105,346389.03370000003,4728418.44500000030,1119.26230000000,0.00000000000,0.00000000000,,Psr F s,Pino silvestre,112,346389.03370000003,4728418.44500000030,1118.26513671875
140,104,345537.89880000002,4728629.91500000004,1138.79760000000,0.65010000000,0.31960000000,"29/03/2023
05:11:03",Psr F d,Pino silvestre,132,345537.89880000002,4728629.91500000004,1094.8974609375
141,302,372263.46320000000,4728957.34999999963,1123.10640000000,0.05160000000,0.03040000000,"23/03/2023
08:53:55",Ptr F d,Pino pinaster,222,372263.46320000000,4728957.34999999963,1065.08410644531
142,1101,348042.19530000002,4729009.30900000036,1096.89100000000,0.00000000000,0.00000000000,,Psr F d,Pino silvestre,112,348042.19530000002,4729009.30900000036,1096
143,508,366477.27500000002,4729158.69299999997,1045.99330000000,0.00000000000,0.00000000000,,Qpt (LAxLB) d,Rebollo,111,366477.27500000002,4729158.69299999997,1040.43200683594
144,301,372091.92170000001,4729458.20100000035,1136.44580000000,0.06550000000,0.04240000000,"23/03/2023
09:58:37",Ptr F d,Pino pinaster,222,372091.92170000001,4729458.20100000035,1076.85607910156
145,103,347073.75650000002,4729475.91700000037,1175.25230000000,0.02630000000,0.04320000000,"29/03/2023
03:54:33",Psr F d,Pino silvestre,222,347073.75650000002,4729475.91700000037,1119.99206542969
146,102,347496.12380000000,4729617.42499999981,1175.81670000000,0.11380000000,0.09230000000,"29/03/2023
03:17:44",Psr F d,Pino silvestre,212,347496.12380000000,4729617.42499999981,1116.80236816406
147,101,346562.27069999999,4729726.80999999959,1166.55320000000,0.76480000000,0.51800000000,"29/03/2023
04:33:51",Psr F d,Pino silvestre,232,346562.27069999999,4729726.80999999959,1110.30810546875
148,201,356683.79180000001,4729773.38100000005,1179.88640000000,0.14480000000,0.09510000000,"28/03/2023
11:14:58",(PsxPn)r F d,Pinar mixto de laricio y silvestre,312,356683.79180000001,4729773.38100000005,1118.55603027344
149,509,362187.75050000002,4730044.32199999969,1050.17030000000,0.00000000000,0.00000000000,,Qpt (LAxLB) d,Rebollo,111,362187.75050000002,4730044.32199999969,1047.14440917969
150,510,367891.25949999999,4732351.84200000018,1091.22480000000,0.00000000000,0.00000000000,,Qpt (LAxLB) s,Rebollo,111,367891.25949999999,4732351.84200000018,1092.53601074219
