"species","model","bic","r_squared","rmse","mae","bias","aic","loglik","results_key"
"PM","linear_model_I",1364.32016692857,0.577739305060782,4.15688534904733,3.23518789679306,8.61401042219683e-09,1353.91598650516,-673.957993252582,"PM_linear_model_I"
"PM","lebedev_M24",1369.81962305481,0.577683363420948,4.1571606946862,3.24211782428722,-0.203224910590518,1355.94738249027,-673.973691245134,"PM_lebedev_M24"
"PM","lebedev_M19",1427.09528092729,0.462233312991272,4.69109972156182,3.78392197401784,0.162993916810977,1413.22304036275,-702.611520181375,"PM_lebedev_M19"
"PM","ratkowsky_1990",1430.8918583254,0.453549289273392,4.72882470147566,3.81782434418779,0.160931740144921,1417.01961776086,-704.509808880428,"PM_ratkowsky_1990"
"PM","huang_1992_I",1438.31272646724,0.436168305661406,4.80344099048394,3.88270486139896,0.0717672533292066,1424.4404859027,-708.220242951351,"PM_huang_1992_I"
"PM","logistic_model_13",1458.08599325196,0.372803880616906,5.06616579815311,4.11775806680259,0.227504214261589,1447.68181282855,-720.840906414275,"PM_logistic_model_13"
"PM","lebedev_M3",1568.64554458192,3.27848859171809e-13,6.39702013003656,5.15882826714556,1.43021598781828e-07,1558.24136415851,-776.120682079256,"PM_lebedev_M3"
"PM","lebedev_M5",1568.83744719569,-0.000810043577816666,6.3996105380947,5.16258102169386,-0.0283198550898216,1558.43326677228,-776.21663338614,"PM_lebedev_M5"
"PM","lebedev_M9",1568.85360080575,-0.000878259806319281,6.39982863635361,5.16181938595491,-0.0101087092931089,1558.44942038234,-776.224710191172,"PM_lebedev_M9"
"PM","elmamoun_2013_M6",1628.98360975974,-0.289933920072,7.26543210882205,5.73991529576658,-3.40577654172018,1618.57942933633,-806.289714668167,"PM_elmamoun_2013_M6"
"PM","huang_1992_VI",1783.1957120122,-1.41621673523597,9.94364615123461,7.22796693299353,6.81877531967911,1769.32347144766,-880.661735723828,"PM_huang_1992_VI"
"PM","lebedev_M8",1937.92111275305,-3.74990567623875,13.9418437152385,12.6418274824617,-10.9696362644609,1927.51693232965,-960.758466164824,"PM_lebedev_M8"
"PM","elmamoun_2013_M22",1956.33013733375,-4.01647745748129,14.3277221161135,12.7973555164231,-12.7973555164231,1942.45789676921,-967.228948384604,"PM_elmamoun_2013_M22"
"PM","elmamoun_2013_M11",NA,NA,NA,NA,NA,NA,NA,"PM_elmamoun_2013_M11"
"PM","hanus_1999",NA,NA,NA,NA,NA,NA,NA,"PM_hanus_1999"
"PM","lebedev_M2",NA,NA,NA,NA,NA,NA,NA,"PM_lebedev_M2"
"PM","lebedev_M4",NA,NA,NA,NA,NA,NA,NA,"PM_lebedev_M4"
"PM","lebedev_M6",NA,NA,NA,NA,NA,NA,NA,"PM_lebedev_M6"
"PM","lebedev_M14",NA,NA,NA,NA,NA,NA,NA,"PM_lebedev_M14"
"PM","lebedev_M17",NA,NA,NA,NA,NA,NA,NA,"PM_lebedev_M17"
"PM","lebedev_M22",NA,NA,NA,NA,NA,NA,NA,"PM_lebedev_M22"
"PM","lebedev_M16_b",NA,NA,NA,NA,NA,NA,NA,"PM_lebedev_M16_b"
"PM","lebedev_M29_b",NA,NA,NA,NA,NA,NA,NA,"PM_lebedev_M29_b"
