"species","model","term","estimate","std.error","statistic","p.value"
"DF","elmamoun_2013_M5","c",0.0413331445732266,21.8569914872613,0.00189107199850978,0.998491297142311
"DF","logistic_model_13","b",-41.373140866293,28645.4546371001,-0.00144431782949287,0.998847718611493
"DF","logistic_model_13","c",22.3202962210226,2710.54339850008,0.00823462049468524,0.993430465396138
"PM","elmamoun_2013_M5","a",0.537945631837618,0.207990526476902,2.58639487552506,0.0103040495865073
"PM","elmamoun_2013_M5","b",1.24141435175431,0.160143711769034,7.75187697375672,2.75802090502515e-13
"PM","elmamoun_2013_M5","c",-0.00738653718909531,0.00159969997590076,-4.61745158490492,6.41052365547658e-06
"PM","huang_2000_II","a",1.23867315241437,0.0661021706134724,18.738766683736,1.53525506507931e-48
"PM","huang_2000_II","b",0.0235282445517967,0.00193313934297578,12.1710029012076,9.46872094183535e-27
"PM","huang_1992_VII","a",19.3594982144955,0.599680211312088,32.2830366073566,3.68488175873852e-88
"PM","huang_1992_VII","b",6.21858720135777,1.26989553930773,4.89692814004825,1.81566483397181e-06
"PM","huang_1992_VII","c",0.162362156548621,0.0183985206864652,8.82473973399729,2.60107883549227e-16
"PM","logistic_model","a",19.3594982144955,0.599680211312088,32.2830366073566,3.68488175873852e-88
"PM","logistic_model","b",6.21858720135777,1.26989553930773,4.89692814004825,1.81566483397181e-06
"PM","logistic_model","c",0.162362156548621,0.0183985206864652,8.82473973399729,2.60107883549227e-16
"PM","pearl_1920","beta0",19.359573492255,0.59969578137198,32.2823239609328,3.70047381951915e-88
"PM","pearl_1920","beta1",6.21836908357838,1.26982168669452,4.8970411741553,1.81471838200614e-06
"PM","pearl_1920","beta2",0.162358647153102,0.0183981673173165,8.82471848162226,2.60144942453411e-16
"PM","seber_1989","beta0",20.0298160923097,0.778920153552801,25.7148515171291,4.00473160668781e-70
"PM","seber_1989","beta1",0.110632658439481,0.0136018676812409,8.13363730865142,2.44127557487522e-14
"PM","seber_1989","beta2",7.72510630976588,0.705650244752907,10.9475003618413,8.6132917660661e-23
